"District","FIPS","Year","High Needs Status","Variable","Measure Type","Value"
"Somers School District","901369220","2013-2014","High Needs","Total Cohort Count","Number",26
"Stafford School District","901372090","2017-2018","High Needs","Four Year Graduation Count","Number",26
"Stratford School District","900174190","2012-2013","High Needs","Other Count","Number",26
"Thomaston School District","900575730","2016-2017","High Needs","Total Cohort Count","Number",26
"Wilton School District","900186370","2010-2011","High Needs","Four Year Graduation Count","Number",26
"Milford School District","900947535","2012-2013","High Needs","Still Enrolled After Four Years Rate","Percent",25.6
"Torrington School District","900576570","2011-2012","High Needs","Other Rate","Percent",25.3
"East Haven School District","900922910","2012-2013","High Needs","Other Rate","Percent",25.2
"Ansonia School District","900901220","2010-2011","High Needs","Other Rate","Percent",25
"Clinton School District","900715350","2013-2014","High Needs","Four Year Graduation Count","Number",25
"Common Ground High School District","","2011-2012","High Needs","Total Cohort Count","Number",25
"Common Ground High School District","","2014-2015","High Needs","Total Cohort Count","Number",25
"Common Ground High School District","","2014-2015","High Needs","Four Year Graduation Count","Number",25
"Common Ground High School District","","2015-2016","High Needs","Four Year Graduation Count","Number",25
"Common Ground High School District","","2016-2017","High Needs","Four Year Graduation Count","Number",25
"Cromwell School District","","2010-2011","High Needs","Four Year Graduation Count","Number",25
"Cromwell School District","","2013-2014","High Needs","Four Year Graduation Count","Number",25
"Derby School District","900919550","2014-2015","Non-High Needs","Four Year Graduation Count","Number",25
"Derby School District","900919550","2015-2016","Non-High Needs","Total Cohort Count","Number",25
"East Haddam School District","","2012-2013","High Needs","Total Cohort Count","Number",25
"East Haddam School District","","2014-2015","High Needs","Four Year Graduation Count","Number",25
"East Hampton School District","900722490","2011-2012","High Needs","Four Year Graduation Count","Number",25
"East Hampton School District","900722490","2018-2019","High Needs","Four Year Graduation Count","Number",25
"East Hartford School District","900322630","2010-2011","Non-High Needs","Other Count","Number",25
"East Haven School District","900922910","2011-2012","High Needs","Other Rate","Percent",25
"Ellington School District","901325360","2011-2012","High Needs","Four Year Graduation Count","Number",25
"Elm City College Preparatory School District","","2017-2018","High Needs","Four Year Graduation Count","Number",25
"Killingly School District","901540500","2010-2011","High Needs","Other Count","Number",25
"Killingly School District","901540500","2012-2013","High Needs","Other Count","Number",25
"Lebanon School District","901142390","2010-2011","High Needs","Four Year Graduation Count","Number",25
"Lebanon School District","901142390","2017-2018","High Needs","Four Year Graduation Count","Number",25
"Naugatuck School District","900949950","2012-2013","High Needs","Still Enrolled After Four Years Count","Number",25
"New Fairfield School District","900150860","2010-2011","High Needs","Four Year Graduation Count","Number",25
"New Haven School District","900952070","2012-2013","Non-High Needs","Other Count","Number",25
"Old Saybrook School District","900757320","2014-2015","High Needs","Four Year Graduation Count","Number",25
"Old Saybrook School District","900757320","2017-2018","High Needs","Four Year Graduation Count","Number",25
"Oxford School District","900958300","2017-2018","High Needs","Four Year Graduation Count","Number",25
"Portland School District","900761800","2015-2016","High Needs","Total Cohort Count","Number",25
"Putnam School District","901562710","2011-2012","Non-High Needs","Four Year Graduation Count","Number",25
"Regional School District 12","","2017-2018","High Needs","Four Year Graduation Count","Number",25
"Regional School District 13","","2011-2012","High Needs","Four Year Graduation Count","Number",25
"Regional School District 13","","2013-2014","High Needs","Four Year Graduation Count","Number",25
"Regional School District 13","","2017-2018","High Needs","Total Cohort Count","Number",25
"Regional School District 17","","2010-2011","High Needs","Total Cohort Count","Number",25
"Regional School District 18","","2017-2018","High Needs","Four Year Graduation Count","Number",25
"Regional School District 18","","2018-2019","High Needs","Four Year Graduation Count","Number",25
"Stratford School District","900174190","2013-2014","High Needs","Still Enrolled After Four Years Count","Number",25
"The Bridge Academy District","","2017-2018","High Needs","Four Year Graduation Count","Number",25
"Thompson School District","901575870","2014-2015","High Needs","Total Cohort Count","Number",25
"Thompson School District","901575870","2017-2018","High Needs","Four Year Graduation Count","Number",25
"Waterbury School District","900980070","2018-2019","Non-High Needs","Other Rate","Percent",25
"West Hartford School District","900382590","2010-2011","High Needs","Other Count","Number",25
"Westbrook School District","900781680","2018-2019","High Needs","Total Cohort Count","Number",25
"Weston School District","900183430","2012-2013","High Needs","Four Year Graduation Count","Number",25
"Weston School District","900183430","2014-2015","High Needs","Four Year Graduation Count","Number",25
"Windham School District","901586790","2015-2016","Non-High Needs","Total Cohort Count","Number",25
"Windsor School District","900387000","2012-2013","High Needs","Other Count","Number",25
"Woodstock Academy District","","2018-2019","High Needs","Four Year Graduation Count","Number",25
"Stamford Academy District","","2013-2014","High Needs","Four Year Graduation Rate","Percent",24.6
"Vernon School District","901378250","2016-2017","High Needs","Other Rate","Percent",24.2
"Canton School District","900312270","2013-2014","High Needs","Total Cohort Count","Number",24
"Derby School District","900919550","2016-2017","Non-High Needs","Total Cohort Count","Number",24
"Derby School District","900919550","2016-2017","Non-High Needs","Four Year Graduation Count","Number",24
"East Haddam School District","","2015-2016","High Needs","Total Cohort Count","Number",24
"Eastern Connecticut Regional Educational Services","","2018-2019","Non-High Needs","Total Cohort Count","Number",24
"Enfield School District","900325990","2010-2011","Non-High Needs","Other Count","Number",24
"Hartford School District","900337070","2012-2013","High Needs","Other Rate","Percent",24
"Manchester School District","900344700","2010-2011","Non-High Needs","Other Count","Number",24
"North Branford School District","900953890","2011-2012","High Needs","Four Year Graduation Count","Number",24
"Oxford School District","900958300","2012-2013","High Needs","Total Cohort Count","Number",24
"Putnam School District","901562710","2017-2018","Non-High Needs","Total Cohort Count","Number",24
"Putnam School District","901562710","2017-2018","Non-High Needs","Four Year Graduation Count","Number",24
"Regional School District 11","","2012-2013","Non-High Needs","Total Cohort Count","Number",24
"Regional School District 18","","2012-2013","High Needs","Total Cohort Count","Number",24
"Regional School District 18","","2016-2017","High Needs","Total Cohort Count","Number",24
"Thomaston School District","900575730","2013-2014","High Needs","Total Cohort Count","Number",24
"Thomaston School District","900575730","2015-2016","High Needs","Total Cohort Count","Number",24
"Thompson School District","901575870","2011-2012","High Needs","Four Year Graduation Count","Number",24
"Vernon School District","901378250","2012-2013","High Needs","Other Count","Number",24
"Waterbury School District","900980070","2013-2014","Non-High Needs","Other Count","Number",24
"Waterbury School District","900980070","2018-2019","Non-High Needs","Total Cohort Count","Number",24
"Windham School District","901586790","2018-2019","High Needs","Other Count","Number",24
"Windsor Locks School District","900387070","2010-2011","High Needs","Four Year Graduation Count","Number",24
"Woodstock Academy District","","2017-2018","High Needs","Total Cohort Count","Number",24
"Path Academy District","","2017-2018","High Needs","Still Enrolled After Four Years Rate","Percent",23.4
"Bridgeport School District","900108070","2018-2019","Non-High Needs","Total Cohort Count","Number",23
